state,municipality,total_fleet,CARRO,MOTO,PESADO,IMPLEMENTO,NAO_CLASSIFICADO,OUTRO
PIAUI,RIACHO FRIO,786,211,537,27,11,0,0
PIAUI,RIBEIRA DO PIAUI,483,217,237,22,7,0,0
PIAUI,RIBEIRO GONCALVES,1795,436,1250,80,29,0,0
PIAUI,RIO GRANDE DO PIAUI,1612,518,1027,56,11,0,0
PIAUI,SANTA CRUZ DO PIAUI,1811,672,1061,70,8,0,0
PIAUI,SANTA CRUZ DOS MILAGRES,828,217,591,18,2,0,0
PIAUI,SANTA FILOMENA,1757,361,1223,112,61,0,0
PIAUI,SANTA LUZ,1775,558,1173,42,2,0,0
PIAUI,SANTA ROSA DO PIAUI,1285,339,886,48,12,0,0
PIAUI,SANTANA DO PIAUI,1839,423,1349,65,2,0,0
PIAUI,SANTO ANTONIO DE LISBOA,2277,990,1147,100,40,0,0
PIAUI,SANTO ANTONIO DOS MILAGRES,383,94,278,9,2,0,0
PIAUI,SANTO INACIO DO PIAUI,1062,345,674,34,9,0,0
PIAUI,SAO BRAZ DO PIAUI,1073,433,594,44,2,0,0
PIAUI,SAO FELIX DO PIAUI,754,258,467,23,6,0,0
PIAUI,SAO FRANCISCO DE ASSIS DO PIAUI,1396,622,711,60,3,0,0
PIAUI,SAO FRANCISCO DO PIAUI,1231,363,798,52,18,0,0
PIAUI,SAO GONCALO DO GURGUEIA,647,202,414,20,11,0,0
PIAUI,SAO GONCALO DO PIAUI,2248,566,1627,47,8,0,0
PIAUI,SAO JOAO DA CANABRAVA,1463,537,878,47,1,0,0
PIAUI,SAO JOAO DA FRONTEIRA,856,349,462,36,9,0,0
PIAUI,SAO JOAO DA SERRA,1574,337,1188,45,4,0,0
PIAUI,SAO JOAO DA VARJOTA,1126,369,701,32,24,0,0
PIAUI,SAO JOAO DO ARRAIAL,1624,538,1021,55,10,0,0
PIAUI,SAO JOAO DO PIAUI,9364,3277,5669,323,95,0,0
PIAUI,SAO JOSE DO DIVINO,1661,494,1076,70,21,0,0
PIAUI,SAO JOSE DO PEIXE,665,217,420,25,3,0,0
PIAUI,SAO JOSE DO PIAUI,2483,881,1461,105,36,0,0
PIAUI,SAO JULIAO,2209,850,1214,86,59,0,0
PIAUI,SAO LOURENCO DO PIAUI,1188,525,636,26,1,0,0
PIAUI,SAO LUIS DO PIAUI,1093,380,693,20,0,0,0
PIAUI,SAO MIGUEL DA BAIXA GRANDE,752,223,500,24,5,0,0
PIAUI,SAO MIGUEL DO FIDALGO,661,214,419,26,2,0,0
PIAUI,SAO MIGUEL DO TAPUIO,4220,1144,2949,118,9,0,0
PIAUI,SAO PEDRO DO PIAUI,4892,1140,3642,84,25,1,0
PIAUI,SAO RAIMUNDO NONATO,26368,10104,14248,1790,225,1,0
PIAUI,SEBASTIAO BARROS,738,228,481,24,5,0,0
PIAUI,SEBASTIAO LEAL,2033,583,1178,142,130,0,0
PIAUI,SIGEFREDO PACHECO,2526,759,1636,106,25,0,0
PIAUI,SIMOES,4548,1924,2217,325,82,0,0
PIAUI,SIMPLICIO MENDES,5473,2148,3109,175,41,0,0
PIAUI,SOCORRO DO PIAUI,879,351,476,51,1,0,0
PIAUI,SUSSUAPARA,3710,1141,2442,108,19,0,0
PIAUI,TAMBORIL DO PIAUI,490,217,246,25,2,0,0
PIAUI,TANQUE DO PIAUI,752,247,474,24,7,0,0
PIAUI,TERESINA,637022,319257,286301,22610,8788,66,0
PIAUI,UNIAO,16354,3689,11954,506,205,0,0
PIAUI,URUCUI,17545,3759,11120,997,1669,0,0
PIAUI,VALENCA DO PIAUI,11545,4001,6985,407,150,2,0
PIAUI,VARZEA BRANCA,1094,455,556,80,3,0,0
PIAUI,VARZEA GRANDE,1161,325,800,33,3,0,0
PIAUI,VERA MENDES,1061,433,580,39,9,0,0
PIAUI,VILA NOVA DO PIAUI,1382,611,702,52,17,0,0
PIAUI,WALL FERRAZ,1033,429,548,49,7,0,0
RIO DE JANEIRO,ANGRA DOS REIS,80827,52453,24615,2432,1298,29,0
RIO DE JANEIRO,APERIBE,7758,3239,4187,209,118,5,0
RIO DE JANEIRO,ARARUAMA,85156,58129,21516,3170,2254,87,0
RIO DE JANEIRO,AREAL,8650,5471,2420,582,174,3,0
RIO DE JANEIRO,ARMACAO DOS BUZIOS,30029,19481,8848,1021,675,4,0
RIO DE JANEIRO,ARRAIAL DO CABO,16705,11568,4336,345,443,13,0
RIO DE JANEIRO,BARRA DO PIRAI,44219,32188,8714,2421,857,39,0
RIO DE JANEIRO,BARRA MANSA,92633,70969,15317,4238,2052,57,0
RIO DE JANEIRO,BELFORD ROXO,153729,105050,43106,3814,1712,47,0
RIO DE JANEIRO,BOM JARDIM,19031,11576,4584,1531,1333,7,0
RIO DE JANEIRO,BOM JESUS DO ITABAPOANA,18518,7900,9726,575,293,24,0
RIO DE JANEIRO,CABO FRIO,137724,94639,35256,4484,3275,70,0
RIO DE JANEIRO,CACHOEIRAS DE MACACU,32263,20617,9181,1579,860,26,0
RIO DE JANEIRO,CAMBUCI,6767,2820,3604,220,118,5,0
RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,272230,175535,74154,11623,10741,177,0
RIO DE JANEIRO,CANTAGALO,9827,6409,2742,403,269,4,0
RIO DE JANEIRO,CARAPEBUS,6788,3897,2301,296,292,2,0
RIO DE JANEIRO,CARDOSO MOREIRA,6031,3028,2400,368,233,2,0
RIO DE JANEIRO,CARMO,7644,5143,2028,351,113,9,0
RIO DE JANEIRO,CASIMIRO DE ABREU,22599,14462,6037,1128,959,13,0
RIO DE JANEIRO,COMENDADOR LEVY GASPARIAN,5610,2535,1286,1451,331,7,0
RIO DE JANEIRO,CONCEICAO DE MACABU,11600,6507,4425,340,323,5,0
RIO DE JANEIRO,CORDEIRO,12565,9049,2763,451,291,11,0
RIO DE JANEIRO,DUAS BARRAS,5770,3853,1414,352,151,0,0
RIO DE JANEIRO,DUQUE DE CAXIAS,370027,255970,83668,19747,10124,518,0
RIO DE JANEIRO,ENGENHEIRO PAULO DE FRONTIN,6618,4467,1818,229,99,5,0
RIO DE JANEIRO,GUAPIMIRIM,24061,15447,6985,947,654,28,0
RIO DE JANEIRO,IGUABA GRANDE,16473,11392,4247,423,407,4,0
RIO DE JANEIRO,ITABORAI,114053,78696,26712,5164,3434,47,0
RIO DE JANEIRO,ITAGUAI,65091,47608,12256,3241,1856,130,0
RIO DE JANEIRO,ITALVA,7546,3519,3374,368,277,8,0
RIO DE JANEIRO,ITAOCARA,17415,7921,8382,742,361,9,0
RIO DE JANEIRO,ITAPERUNA,55753,27125,25591,1812,1200,25,0
RIO DE JANEIRO,ITATIAIA,9405,6213,2590,363,229,10,0
RIO DE JANEIRO,JAPERI,26016,16295,8382,841,494,4,0
RIO DE JANEIRO,LAJE DO MURIAE,2753,1400,1217,84,49,3,0
RIO DE JANEIRO,MACAE,145204,93290,40159,6876,4825,54,0
RIO DE JANEIRO,MACUCO,4799,3094,1203,304,197,1,0
RIO DE JANEIRO,MAGE,100330,64530,30336,3344,2059,61,0
RIO DE JANEIRO,MANGARATIBA,19735,14000,4538,641,546,10,0
RIO DE JANEIRO,MARICA,102909,71213,25796,2988,2891,21,0
RIO DE JANEIRO,MENDES,9225,6471,2182,416,152,4,0
RIO DE JANEIRO,MESQUITA,62855,44408,15903,1721,812,11,0
RIO DE JANEIRO,MIGUEL PEREIRA,20435,14179,5288,681,283,4,0
RIO DE JANEIRO,MIRACEMA,13786,6485,6624,405,263,9,0
RIO DE JANEIRO,NATIVIDADE,7219,3625,3244,221,125,4,0
RIO DE JANEIRO,NILOPOLIS,67046,47823,17035,1507,612,69,0
RIO DE JANEIRO,NITEROI,309277,238143,58473,7466,4814,381,0
RIO DE JANEIRO,NOVA FRIBURGO,144521,105585,30815,5074,2923,124,0
RIO DE JANEIRO,NOVA IGUACU,344881,243256,84152,12396,4826,251,0
RIO DE JANEIRO,PARACAMBI,24311,17188,5306,1208,600,9,0
RIO DE JANEIRO,PARAIBA DO SUL,20782,14007,5419,1025,318,13,0
RIO DE JANEIRO,PARATI,17130,10452,5721,595,360,2,0
RIO DE JANEIRO,PATY DO ALFERES,19541,11914,6591,791,232,13,0
RIO DE JANEIRO,PETROPOLIS,199246,147216,41460,7172,3222,176,0
RIO DE JANEIRO,PINHEIRAL,10328,7605,1687,824,211,1,0
RIO DE JANEIRO,PIRAI,12892,9679,1862,932,415,4,0
RIO DE JANEIRO,PORCIUNCULA,5132,3031,1844,166,88,3,0
RIO DE JANEIRO,PORTO REAL,7949,6024,1203,472,249,1,0
RIO DE JANEIRO,QUATIS,5578,4223,961,308,78,8,0
RIO DE JANEIRO,QUEIMADOS,51303,33489,15610,1475,709,20,0
RIO DE JANEIRO,QUISSAMA,10662,6769,2958,475,455,5,0
RIO DE JANEIRO,RESENDE,93992,71039,14411,5173,3325,44,0
RIO DE JANEIRO,RIO BONITO,56424,39370,11010,3876,2105,63,0
RIO DE JANEIRO,RIO CLARO,7608,5470,1567,409,157,5,0
RIO DE JANEIRO,RIO DAS FLORES,3630,2636,788,147,57,2,0
RIO DE JANEIRO,RIO DAS OSTRAS,82029,55328,21116,2858,2708,19,0
RIO DE JANEIRO,RIO DE JANEIRO,3386641,2618373,622651,99241,41300,5076,0
RIO DE JANEIRO,SANTA MARIA MADALENA,4514,2939,1282,182,111,0,0
RIO DE JANEIRO,SANTO ANTONIO DE PADUA,25066,11951,11694,964,431,26,0
RIO DE JANEIRO,SAO FIDELIS,20789,9442,10118,632,584,13,0
RIO DE JANEIRO,SAO FRANCISCO DE ITABAPOANA,20111,9328,8968,1103,711,1,0
RIO DE JANEIRO,SAO GONCALO,398524,284768,95703,10808,7029,216,0
RIO DE JANEIRO,SAO JOAO DA BARRA,20333,11023,7133,1183,983,11,0
RIO DE JANEIRO,SAO JOAO DE MERITI,186709,140281,38333,5952,1936,207,0
RIO DE JANEIRO,SAO JOSE DE UBA,3860,1593,2081,124,60,2,0
RIO DE JANEIRO,SAO JOSE DO VALE DO RIO PRETO,15043,9227,4249,1254,310,3,0
RIO DE JANEIRO,SAO PEDRO DA ALDEIA,50348,34334,13156,1576,1266,16,0
RIO DE JANEIRO,SAO SEBASTIAO DO ALTO,4716,2422,1984,232,76,2,0
RIO DE JANEIRO,SAPUCAIA,7138,4678,1555,562,338,5,0
RIO DE JANEIRO,SAQUAREMA,51841,33195,15653,1735,1234,24,0
RIO DE JANEIRO,SEROPEDICA,37470,24934,7459,3153,1920,4,0
RIO DE JANEIRO,SILVA JARDIM,10315,6299,3039,568,406,3,0
RIO DE JANEIRO,SUMIDOURO,11332,5427,5056,645,196,8,0
RIO DE JANEIRO,TANGUA,13619,8803,3686,724,403,3,0
RIO DE JANEIRO,TERESOPOLIS,119275,83116,30156,4051,1814,138,0
RIO DE JANEIRO,TRAJANO DE MORAIS,4643,3013,1291,209,126,4,0
RIO DE JANEIRO,TRES RIOS,44064,26549,14720,1842,911,42,0
RIO DE JANEIRO,VALENCA,31840,23567,6960,865,430,18,0
RIO DE JANEIRO,VARRE-SAI,4425,2417,1712,237,57,2,0
RIO DE JANEIRO,VASSOURAS,19786,13789,4648,930,412,7,0
RIO DE JANEIRO,VOLTA REDONDA,166154,131401,27966,4282,2346,159,0
RIO GRANDE DO NORTE,ACARI,5059,2114,2686,169,86,4,0
RIO GRANDE DO NORTE,AFONSO BEZERRA,2411,1169,1139,77,23,3,0
RIO GRANDE DO NORTE,AGUA NOVA,1294,402,853,29,9,1,0
RIO GRANDE DO NORTE,ALEXANDRIA,8012,4036,3551,247,176,2,0
RIO GRANDE DO NORTE,ALMINO AFONSO,2032,738,1211,51,30,2,0
RIO GRANDE DO NORTE,ALTO DO RODRIGUES,6386,2830,3119,314,121,2,0
RIO GRANDE DO NORTE,ANGICOS,5059,2333,2438,191,90,7,0
RIO GRANDE DO NORTE,ANTONIO MARTINS,2590,918,1584,63,23,2,0
RIO GRANDE DO NORTE,APODI,22070,7218,13894,645,305,8,0
RIO GRANDE DO NORTE,AREIA BRANCA,11374,4492,6212,408,253,9,0
RIO GRANDE DO NORTE,ARES,3894,1827,1651,186,228,2,0
RIO GRANDE DO NORTE,ASSU,33171,13073,18314,1216,531,37,0
RIO GRANDE DO NORTE,BAIA FORMOSA,2495,1366,820,164,144,1,0
RIO GRANDE DO NORTE,BARAUNA,12585,4758,6213,1167,443,4,0
RIO GRANDE DO NORTE,BARCELONA,994,477,471,38,7,1,0
RIO GRANDE DO NORTE,BENTO FERNANDES,1637,725,845,54,13,0,0
RIO GRANDE DO NORTE,BOA SAUDE,2789,1222,1381,153,31,2,0
RIO GRANDE DO NORTE,BODO,976,521,419,29,7,0,0
RIO GRANDE DO NORTE,BOM JESUS,3716,1710,1816,121,66,3,0
RIO GRANDE DO NORTE,BREJINHO,4723,1923,2583,158,55,4,0
RIO GRANDE DO NORTE,CAICARA DO NORTE,1315,587,697,26,5,0,0
RIO GRANDE DO NORTE,CAICARA DO RIO DO VENTO,1178,689,425,47,17,0,0
RIO GRANDE DO NORTE,CAICO,58172,27460,26957,2722,996,37,0
RIO GRANDE DO NORTE,CAMPO GRANDE,3621,1295,2163,107,55,1,0
RIO GRANDE DO NORTE,CAMPO REDONDO,3558,1570,1823,124,40,1,0
RIO GRANDE DO NORTE,CANGUARETAMA,11348,5185,5487,423,246,7,0
RIO GRANDE DO NORTE,CARAUBAS,9682,3728,5538,296,114,6,0
RIO GRANDE DO NORTE,CARNAUBA DOS DANTAS,4249,2075,1641,367,164,2,0
RIO GRANDE DO NORTE,CARNAUBAIS,3488,1666,1648,111,61,2,0
RIO GRANDE DO NORTE,CEARA-MIRIM,27536,14695,11343,920,549,29,0
RIO GRANDE DO NORTE,CERRO-CORA,4609,2048,2335,179,45,2,0
RIO GRANDE DO NORTE,CORONEL EZEQUIEL,1690,808,784,91,6,1,0
RIO GRANDE DO NORTE,CORONEL JOAO PESSOA,1481,506,941,29,4,1,0
RIO GRANDE DO NORTE,CRUZETA,3657,1397,2010,183,64,3,0
RIO GRANDE DO NORTE,CURRAIS NOVOS,28039,12572,13797,1073,569,28,0
RIO GRANDE DO NORTE,DOUTOR SEVERIANO,2586,818,1683,72,12,1,0
RIO GRANDE DO NORTE,ENCANTO,2527,815,1639,55,16,2,0
RIO GRANDE DO NORTE,EQUADOR,2288,1212,793,233,50,0,0
RIO GRANDE DO NORTE,ESPIRITO SANTO,2397,1107,1203,71,15,1,0
RIO GRANDE DO NORTE,EXTREMOZ,19356,10273,8380,290,369,44,0
RIO GRANDE DO NORTE,FELIPE GUERRA,3210,1107,1968,92,41,2,0
RIO GRANDE DO NORTE,FERNANDO PEDROZA,796,422,318,38,18,0,0
RIO GRANDE DO NORTE,FLORANIA,3745,1506,2055,128,52,4,0
RIO GRANDE DO NORTE,FRANCISCO DANTAS,1360,437,886,27,10,0,0
RIO GRANDE DO NORTE,FRUTUOSO GOMES,2025,731,1190,56,48,0,0
RIO GRANDE DO NORTE,GALINHOS,448,292,103,30,23,0,0
RIO GRANDE DO NORTE,GOIANINHA,11112,5651,4598,552,306,5,0
RIO GRANDE DO NORTE,GOVERNADOR DIX-SEPT ROSADO,5430,1771,3194,348,110,7,0
RIO GRANDE DO NORTE,GROSSOS,3799,1282,2216,192,106,3,0
RIO GRANDE DO NORTE,GUAMARE,5592,2496,2811,205,78,2,0
RIO GRANDE DO NORTE,IELMO MARINHO,3157,1345,1641,143,27,1,0
RIO GRANDE DO NORTE,IPANGUACU,5367,2169,2902,218,75,3,0
RIO GRANDE DO NORTE,IPUEIRA,988,456,477,36,19,0,0
RIO GRANDE DO NORTE,ITAJA,3349,1234,1845,190,76,4,0
RIO GRANDE DO NORTE,ITAU,2373,964,1279,84,44,2,0
RIO GRANDE DO NORTE,JACANA,7819,4508,2476,726,105,4,0
RIO GRANDE DO NORTE,JANDAIRA,2084,1041,914,104,24,1,0
RIO GRANDE DO NORTE,JANDUIS,1676,553,1060,48,13,2,0
RIO GRANDE DO NORTE,JAPI,1663,995,539,105,24,0,0
RIO GRANDE DO NORTE,JARDIM DE ANGICOS,744,331,388,20,4,1,0
RIO GRANDE DO NORTE,JARDIM DE PIRANHAS,6938,2734,3867,254,81,2,0
RIO GRANDE DO NORTE,JARDIM DO SERIDO,7435,2640,4339,299,155,2,0
RIO GRANDE DO NORTE,JOAO CAMARA,17541,7317,9305,656,250,13,0
RIO GRANDE DO NORTE,JOAO DIAS,678,307,352,16,3,0,0
RIO GRANDE DO NORTE,JOSE DA PENHA,2784,1081,1605,68,29,1,0
RIO GRANDE DO NORTE,JUCURUTU,9297,2911,5897,359,124,6,0
RIO GRANDE DO NORTE,JUNDIA,1140,422,677,34,7,0,0
RIO GRANDE DO NORTE,LAGOA DANTA,2010,856,1043,102,6,3,0
RIO GRANDE DO NORTE,LAGOA DE PEDRAS,2289,978,1203,87,19,2,0
RIO GRANDE DO NORTE,LAGOA DE VELHOS,959,432,441,68,15,3,0
RIO GRANDE DO NORTE,LAGOA NOVA,6789,3312,3169,232,74,2,0
RIO GRANDE DO NORTE,LAGOA SALGADA,3378,1424,1762,167,22,3,0
RIO GRANDE DO NORTE,LAJES,3401,1694,1536,114,55,2,0
RIO GRANDE DO NORTE,LAJES PINTADAS,1887,833,980,47,25,2,0
RIO GRANDE DO NORTE,LUCRECIA,1604,585,945,58,15,1,0
RIO GRANDE DO NORTE,LUIS GOMES,3644,2298,1060,245,33,8,0
RIO GRANDE DO NORTE,MACAIBA,34433,15423,16404,1663,915,28,0
RIO GRANDE DO NORTE,MACAU,11075,3899,6629,365,176,6,0
RIO GRANDE DO NORTE,MAJOR SALES,1346,535,746,43,21,1,0
RIO GRANDE DO NORTE,MARCELINO VIEIRA,2860,1090,1658,65,47,0,0
RIO GRANDE DO NORTE,MARTINS,4004,1277,2538,116,70,3,0
RIO GRANDE DO NORTE,MAXARANGUAPE,2798,1545,1139,61,48,5,0
RIO GRANDE DO NORTE,MESSIAS TARGINO,1849,653,1082,84,28,2,0
RIO GRANDE DO NORTE,MONTANHAS,4108,1767,2175,119,44,3,0
RIO GRANDE DO NORTE,MONTE ALEGRE,7477,3451,3636,288,98,4,0
RIO GRANDE DO NORTE,MONTE DAS GAMELEIRAS,719,367,307,35,10,0,0
RIO GRANDE DO NORTE,MOSSORO,225071,102899,105053,8566,8448,105,0
RIO GRANDE DO NORTE,NATAL,486730,319708,142231,13638,10342,811,0
RIO GRANDE DO NORTE,NISIA FLORESTA,9711,5058,4123,308,212,10,0
RIO GRANDE DO NORTE,NOVA CRUZ,19119,9446,8760,738,163,12,0
RIO GRANDE DO NORTE,OLHO D'AGUA DO BORGES,1630,633,923,47,22,5,0
RIO GRANDE DO NORTE,OURO BRANCO,2057,890,1035,96,36,0,0
RIO GRANDE DO NORTE,PARANA,1429,705,673,42,9,0,0
RIO GRANDE DO NORTE,PARAU,1335,582,701,36,16,0,0
RIO GRANDE DO NORTE,PARAZINHO,1410,721,608,72,9,0,0
RIO GRANDE DO NORTE,PARELHAS,14057,6490,6550,739,265,13,0
RIO GRANDE DO NORTE,PARNAMIRIM,148581,95294,44890,4481,3819,97,0
RIO GRANDE DO NORTE,PASSA E FICA,5288,2719,2164,347,57,1,0
RIO GRANDE DO NORTE,PASSAGEM,1036,423,577,31,5,0,0
RIO GRANDE DO NORTE,PATU,7957,3830,3727,271,125,4,0
RIO GRANDE DO NORTE,PAU DOS FERROS,31195,14761,15028,976,406,24,0
RIO GRANDE DO NORTE,PEDRA GRANDE,1033,514,471,43,5,0,0
RIO GRANDE DO NORTE,PEDRA PRETA,830,418,365,43,2,2,0
RIO GRANDE DO NORTE,PEDRO AVELINO,1543,713,764,58,7,1,0
RIO GRANDE DO NORTE,PEDRO VELHO,4441,1881,2413,97,46,4,0
RIO GRANDE DO NORTE,PENDENCIAS,4423,1550,2695,127,51,0,0
RIO GRANDE DO NORTE,PILOES,1205,474,659,50,19,3,0
RIO GRANDE DO NORTE,POCO BRANCO,3671,1555,2002,74,37,3,0
RIO GRANDE DO NORTE,PORTALEGRE,3686,1176,2399,83,23,5,0
RIO GRANDE DO NORTE,PORTO DO MANGUE,1435,732,625,59,18,1,0
RIO GRANDE DO NORTE,PUREZA,2620,1307,1118,142,50,3,0
RIO GRANDE DO NORTE,RAFAEL FERNANDES,2955,1109,1731,82,31,2,0
RIO GRANDE DO NORTE,RAFAEL GODEIRO,1109,489,572,34,13,1,0
RIO GRANDE DO NORTE,RIACHO DA CRUZ,1042,377,635,24,5,1,0
RIO GRANDE DO NORTE,RIACHO DE SANTANA,1655,601,1014,33,7,0,0
RIO GRANDE DO NORTE,RIACHUELO,2178,1071,998,67,41,1,0
RIO GRANDE DO NORTE,RIO DO FOGO,2747,1495,1127,75,47,3,0
RIO GRANDE DO NORTE,RODOLFO FERNANDES,2367,973,1150,117,126,1,0
RIO GRANDE DO NORTE,RUY BARBOSA,932,438,451,34,8,1,0
RIO GRANDE DO NORTE,SANTA CRUZ,24788,9619,13798,893,463,15,0
RIO GRANDE DO NORTE,SANTA MARIA,1887,954,789,106,38,0,0
RIO GRANDE DO NORTE,SANTANA DO MATOS,4093,1916,1995,134,45,3,0
RIO GRANDE DO NORTE,SANTANA DO SERIDO,1107,554,492,43,18,0,0
RIO GRANDE DO NORTE,SANTO ANTONIO,9844,4382,5100,279,76,7,0
RIO GRANDE DO NORTE,SAO BENTO DO NORTE,1022,496,482,33,11,0,0
RIO GRANDE DO NORTE,SAO BENTO DO TRAIRI,1438,621,764,40,13,0,0
RIO GRANDE DO NORTE,SAO FERNANDO,1421,565,763,68,25,0,0
RIO GRANDE DO NORTE,SAO FRANCISCO DO OESTE,2206,702,1417,60,26,1,0
RIO GRANDE DO NORTE,SAO GONCALO DO AMARANTE,41940,22234,17512,1307,849,38,0
RIO GRANDE DO NORTE,SAO JOAO DO SABUGI,2588,971,1484,87,45,1,0
RIO GRANDE DO NORTE,SAO JOSE DE MIPIBU,20083,10292,8233,1025,516,17,0
RIO GRANDE DO NORTE,SAO JOSE DO CAMPESTRE,2802,1439,1171,146,40,6,0
RIO GRANDE DO NORTE,SAO JOSE DO SERIDO,1994,681,1214,72,26,1,0
RIO GRANDE DO NORTE,SAO MIGUEL,19324,6595,12178,450,92,9,0
RIO GRANDE DO NORTE,SAO MIGUEL DO GOSTOSO,3584,1793,1661,90,40,0,0
RIO GRANDE DO NORTE,SAO PAULO DO POTENGI,6743,3031,3396,215,91,10,0
RIO GRANDE DO NORTE,SAO PEDRO,1826,884,853,57,31,1,0
RIO GRANDE DO NORTE,SAO RAFAEL,2906,1296,1487,86,36,1,0
RIO GRANDE DO NORTE,SAO TOME,2755,1313,1275,136,29,2,0
RIO GRANDE DO NORTE,SAO VICENTE,2774,1080,1597,69,26,2,0
RIO GRANDE DO NORTE,SENADOR ELOI DE SOUZA,1822,964,772,53,33,0,0
RIO GRANDE DO NORTE,SENADOR GEORGINO AVELINO,1102,528,528,27,19,0,0
RIO GRANDE DO NORTE,SERRA CAIADA,2905,1369,1369,121,43,3,0
RIO GRANDE DO NORTE,SERRA DE SAO BENTO,1631,821,724,66,20,0,0
RIO GRANDE DO NORTE,SERRA DO MEL,5346,3075,1968,216,84,3,0
RIO GRANDE DO NORTE,SERRA NEGRA DO NORTE,3072,1383,1502,121,63,3,0
RIO GRANDE DO NORTE,SERRINHA,2623,1136,1398,79,7,3,0
RIO GRANDE DO NORTE,SERRINHA DOS PINTOS,2402,663,1633,73,33,0,0
RIO GRANDE DO NORTE,SEVERIANO MELO,3265,1230,1901,91,42,1,0
RIO GRANDE DO NORTE,SITIO NOVO,1197,575,562,45,15,0,0
RIO GRANDE DO NORTE,TABOLEIRO GRANDE,961,330,583,30,17,1,0
RIO GRANDE DO NORTE,TAIPU,3049,1484,1354,142,69,0,0
RIO GRANDE DO NORTE,TANGARA,5738,2484,2878,260,111,5,0
RIO GRANDE DO NORTE,TENENTE ANANIAS,4516,2443,1842,157,70,4,0
RIO GRANDE DO NORTE,TENENTE LAURENTINO CRUZ,2603,1276,1179,92,55,1,0
RIO GRANDE DO NORTE,TIBAU,2555,1162,1148,163,79,3,0
RIO GRANDE DO NORTE,TIBAU DO SUL,6550,3494,2747,199,103,7,0
RIO GRANDE DO NORTE,TIMBAUBA DOS BATISTAS,889,370,470,31,16,2,0
RIO GRANDE DO NORTE,TOUROS,10894,4587,5814,373,114,6,0
RIO GRANDE DO NORTE,TRIUNFO POTIGUAR,1212,439,715,44,12,2,0
RIO GRANDE DO NORTE,UMARIZAL,4747,1731,2774,135,101,6,0
RIO GRANDE DO NORTE,UPANEMA,5338,1957,3103,179,96,3,0
RIO GRANDE DO NORTE,VARZEA,1486,671,760,32,21,2,0
RIO GRANDE DO NORTE,VENHA-VER,1155,488,632,32,3,0,0
RIO GRANDE DO NORTE,VERA CRUZ,5119,2111,2674,285,45,4,0
RIO GRANDE DO NORTE,VICOSA,633,250,359,15,8,1,0
RIO GRANDE DO NORTE,VILA FLOR,1059,426,604,22,6,1,0
RIO GRANDE DO SUL,ACEGUA,5212,3763,756,315,376,2,0
RIO GRANDE DO SUL,AGUA SANTA,3378,2307,559,384,118,10,0
RIO GRANDE DO SUL,AGUDO,12956,9079,2474,733,624,46,0
RIO GRANDE DO SUL,AJURICABA,6891,4894,962,718,292,25,0
RIO GRANDE DO SUL,ALECRIM,5134,3539,1241,224,112,18,0
RIO GRANDE DO SUL,ALEGRETE,47438,33516,9508,2101,2166,147,0
RIO GRANDE DO SUL,ALEGRIA,2872,1918,740,178,30,6,0
RIO GRANDE DO SUL,ALMIRANTE TAMANDARE DO SUL,1849,1311,293,186,55,4,0
RIO GRANDE DO SUL,ALPESTRE,5704,3617,1408,425,246,8,0
RIO GRANDE DO SUL,ALTO ALEGRE,1571,1112,250,166,36,7,0
RIO GRANDE DO SUL,ALTO FELIZ,2832,1911,552,248,112,9,0
RIO GRANDE DO SUL,ALVORADA,108750,79590,22421,3126,3069,544,0
RIO GRANDE DO SUL,AMARAL FERRADOR,4400,2757,1248,252,139,4,0
RIO GRANDE DO SUL,AMETISTA DO SUL,6903,4541,1979,249,126,8,0
RIO GRANDE DO SUL,ANDRE DA ROCHA,1012,784,68,122,30,8,0
RIO GRANDE DO SUL,ANTA GORDA,6326,4385,808,605,506,22,0
RIO GRANDE DO SUL,ANTONIO PRADO,12957,9665,1244,1303,677,68,0
RIO GRANDE DO SUL,ARAMBARE,2871,1994,565,153,149,10,0
RIO GRANDE DO SUL,ARARICA,5899,4174,1179,265,273,8,0
RIO GRANDE DO SUL,ARATIBA,5732,4190,1012,361,149,20,0
RIO GRANDE DO SUL,ARROIO DO MEIO,21063,13839,4758,1337,1075,54,0
RIO GRANDE DO SUL,ARROIO DO PADRE,2543,1597,627,228,91,0,0
RIO GRANDE DO SUL,ARROIO DO SAL,7425,5424,1236,271,474,20,0
RIO GRANDE DO SUL,ARROIO DO TIGRE,9639,6799,1937,578,282,43,0
RIO GRANDE DO SUL,ARROIO DOS RATOS,9732,7037,1768,511,379,37,0
RIO GRANDE DO SUL,ARROIO GRANDE,14464,9550,3322,646,929,17,0
RIO GRANDE DO SUL,ARVOREZINHA,10318,7828,1129,970,330,61,0
RIO GRANDE DO SUL,AUGUSTO PESTANA,7177,4823,1175,838,312,29,0
RIO GRANDE DO SUL,AUREA,3103,2300,486,260,42,15,0
RIO GRANDE DO SUL,BAGE,85662,61127,17328,2976,3769,462,0
RIO GRANDE DO SUL,BALNEARIO PINHAL,6361,4722,1015,249,358,17,0
RIO GRANDE DO SUL,BARAO,5558,4057,828,425,216,32,0
RIO GRANDE DO SUL,BARAO DE COTEGIPE,5906,4336,756,493,305,16,0
RIO GRANDE DO SUL,BARAO DO TRIUNFO,4872,2788,1689,323,57,15,0
